"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"p_0001";"v_283";"v_1";"v_321";"v_322";"v_323";"v_324";"v_325";"v_326";"v_327";"v_328";"v_329";"v_330";"v_169";"v_285";"v_282";"v_10";"v_11";"v_286";"v_19";"v_20";"v_21";"v_22";"v_23";"v_24";"v_25";"v_26";"v_27";"v_28";"v_29";"v_30";"v_31";"v_32";"v_33";"v_34";"v_35";"v_292";"v_293";"v_49";"v_50";"v_54";"v_331";"v_297";"v_298";"v_316";"v_317";"v_318";"v_319";"v_55";"v_56";"v_287";"v_296";"v_306";"v_307";"v_313";"v_314";"v_104";"v_105";"v_106";"v_107";"v_108";"v_109";"v_205";"v_206";"v_207";"v_208";"v_209";"v_210";"v_228";"v_229";"v_230";"v_231";"v_232";"v_126";"v_85";"v_86";"v_87";"v_88";"v_234";"v_233";"v_100";"v_99";"v_101";"v_120";"v_121";"v_122";"v_284";"v_239";"v_240";"v_238";"v_132";"v_133";"v_134";"v_135";"v_136";"v_137";"v_247";"v_248";"v_249";"v_250";"v_251";"v_252";"v_144";"v_145";"v_146";"v_147";"v_148";"v_149";"v_150";"v_151";"v_152";"v_153";"v_154";"v_265";"v_157";"v_266";"v_164";"v_267";"v_165";"v_268";"v_166";"v_269";"v_167";"v_270";"v_168";"v_288";"v_333";"v_334";"v_272";"v_273";"v_186";"v_187";"v_188";"v_190";"v_191";"v_271";"v_193";"v_195";"v_196";"ext_host";"ip_addr";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6028401";"rts6028402";"rts6028403";"rts6028404";"rts6028405";"rts6028407";"rts6028408";"rts6028410";"rts6028411";"rts6028412";"rts6028413";"rts6028414";"rts6028415";"rts6028416";"rts6028417";"rts6028419";"rts6028420";"rts6028421";"rts6028422";"rts6028423";"rts6028424";"rts6028425";"rts6028426";"rts6028427";"rts6028428";"rts6028429";"rts6028430";"rts6028431";"rts6028432";"rts6028434"
"2620";"0";"0";"31";"6028435";"-77";"482";"5EB7024B-E2D0-4BF9-A167-9F85828B5AAD";"3";"nichts";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"33";"2";"1";"1";"3";"3";"3";"2";"1";"1";"2";"3";"3";"3";"3";"1";"1";"1";"0";"0";"0";"0";"0";"0";"7";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"2";"5";"4";"0";"1";"0";"2";"1";"4";"3";"3";"3";"4";"3";"4";"4";"3";"4";"2";"4";"5";"6";"4";"6";"2";"2";"2";"2";"2";"1";"-77";"4";"4";"4";"0";"0";"0";"1";"1";"0";"2";"4";"4";"3";"5";"4";"6";"5";"5";"4";"5";"6";"4";"5";"4";"4";"5";"5";"0";"4";"6";"0";"5";"2";"4";"weiss ich nicht";"1";"-99";"6";"-99";"6";"-99";"5";"-99";"6";"Bankgeschäfte";"5";"4";"1";"1";"5";"3";"-99";"6";"-99";"8";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"2";"2,5,7";"0";"6028401,6028402,6028403,6028403,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"0";"0";"-77";"-77";"4eff1c2d1234d2fd63d95aa8f48bfb70";"3";"0";"1634665492";"2021-10-19 17:44:52";"2021-10-19 17:52:54";"0000-00-00 00:00:00";"5";"12";"68";"87";"103";"0";"116";"122";"136";"147";"156";"161";"225";"233";"262";"283";"308";"321";"330";"344";"346";"381";"394";"408";"417";"425";"447";"458";"476";"482"
"2621";"0";"0";"31";"6028435";"-77";"1218";"A277CDA4-F99E-49B5-B2F0-26C83340382F";"3";"Keine Ahnung ";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"41";"2";"1";"1";"1";"3";"3";"3";"1";"1";"3";"1";"3";"3";"3";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"3";"3";"0";"1";"0";"2";"1";"3";"7";"3";"2";"2";"7";"1";"1";"1";"1";"2";"4";"2";"6";"5";"3";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"0";"0";"0";"1";"3";"0";"3";"3";"2";"3";"3";"2";"6";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"6";"-99";"5";"-99";"6";"-99";"7";"-99";"6";"-99";"2";"-99";"5";"4";"2";"1";"4";"2";"-99";"3";"-99";"8";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Linux; Android 10; SM-A750FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"1";"1,7,4";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"0";"0";"-77";"-77";"903dd41f4150584d764702515a346a44";"3";"0";"1634665712";"2021-10-19 17:48:32";"2021-10-19 18:08:50";"0000-00-00 00:00:00";"8";"21";"101";"148";"171";"0";"206";"223";"299";"361";"443";"476";"524";"588";"611";"673";"746";"800";"842";"894";"901";"949";"972";"1010";"1070";"1110";"1139";"1166";"1209";"1218"
"2622";"0";"0";"31";"6028435";"-77";"1276";"7FD00874-7532-4B73-8A5F-1ACDA33EC610";"3";"Noch nie gehört ";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"14";"2";"1";"4";"1";"1";"1";"3";"1";"1";"1";"1";"3";"3";"3";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"5";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"1";"5";"-77";"-77";"-77";"2";"1";"1";"7";"6";"5";"3";"3";"4";"1";"2";"4";"2";"6";"2";"6";"2";"4";"2";"2";"2";"2";"2";"1";"-77";"6";"2";"1";"0";"0";"0";"1";"1";"0";"2";"6";"6";"5";"6";"5";"6";"6";"6";"6";"6";"6";"6";"5";"4";"5";"5";"3";"5";"3";"5";"5";"6";"2";"5";"-99";"5";"-99";"6";"-99";"7";"Internet   Handy   ";"5";"-99";"4";"-99";"8";"3";"1";"1";"4";"4";"-99";"6";"-99";"19";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148";"https://www.panelservice.com/ps/se.ashx";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"3";"3,1,7";"0";"6028401,6028402,6028403,6028403,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"0";"0";"-77";"-77";"ebf9ec6f647187eaca12b7aee687ce72";"3";"0";"1634665723";"2021-10-19 17:48:43";"2021-10-19 18:09:59";"0000-00-00 00:00:00";"3";"28";"104";"142";"155";"0";"185";"0";"333";"458";"522";"558";"591";"632";"644";"809";"868";"897";"944";"1002";"1009";"1052";"1067";"1085";"1120";"1137";"1152";"1181";"1270";"1276"
"2623";"0";"0";"31";"6028435";"-77";"1140";"102D3878-3CB9-463F-A215-12C2E0539819";"3";"Riesig";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"44";"1";"2";"5";"4";"1";"1";"3";"1";"1";"1";"1";"1";"3";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"5";"3";"1";"2";"13";"2";"0";"0";"1";"0";"2";"1";"4";"4";"-77";"-77";"-77";"2";"5";"6";"1";"1";"4";"5";"3";"5";"5";"4";"6";"2";"6";"2";"4";"4";"6";"2";"2";"2";"1";"1";"1";"-77";"6";"3";"2";"0";"0";"0";"1";"1";"0";"2";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"4";"4";"6";"6";"6";"6";"3";"3";"3";"6";"6";"3";"1";"6";"Auto und wertvolle Gegenstände";"6";"beim einem Mietshaus, das mehreren Personen gehört";"7";"Würde meine gesamten persönlichen medizinischen Daten und Dokumente damit versehen";"4";"-99";"6";"bei der Nutzung von Musik im öffentlichen Raum";"7";"Bei Verkäufen auf Plattformen, um meine Identität zu verschleiern";"8";"5";"1";"1";"2";"7";"-99";"4";"-99";"8";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"2";"2,7,4";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028407,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"0";"0";"-77";"-77";"359841c05a57bb0e9656613e16575f26";"3";"0";"1634666170";"2021-10-19 17:56:10";"2021-10-19 18:15:10";"0000-00-00 00:00:00";"15";"28";"104";"145";"264";"298";"325";"0";"364";"396";"422";"441";"497";"524";"547";"592";"626";"666";"690";"739";"794";"871";"927";"990";"1007";"1038";"1075";"1098";"1132";"1140"
"2624";"0";"0";"31";"6028435";"-77";"547";"12381711-18DD-48E3-983E-F6CA5BAEAF5C";"3";"Kryptowährung";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"11";"1";"1";"3";"3";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"7";"2";"1";"-77";"15";"5";"1";"0";"0";"0";"2";"2";"3";"2";"0";"0";"1";"2";"5";"4";"4";"1";"4";"5";"4";"3";"4";"4";"4";"2";"5";"4";"7";"6";"5";"2";"2";"2";"2";"2";"2";"2";"3";"4";"3";"0";"0";"0";"1";"3";"0";"3";"4";"5";"5";"5";"5";"6";"5";"5";"5";"5";"4";"4";"2";"3";"5";"4";"4";"4";"5";"7";"5";"2";"2";"4";"-";"5";"-";"4";"-";"4";"-99";"5";"-99";"4";"-99";"5";"4";"1";"1";"3";"7";"-99";"4";"-99";"16";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1";"https://www.panelservice.com/ps/se.ashx";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"3";"3,1,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028407,6028407,6028407,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"1";"0";"-77";"-77";"6e7b930b4575161361ddd474ca58b52d";"3";"0";"1634666336";"2021-10-19 17:58:56";"2021-10-19 18:08:03";"0000-00-00 00:00:00";"5";"17";"73";"96";"126";"154";"183";"189";"236";"251";"288";"299";"318";"344";"354";"358";"375";"393";"403";"429";"431";"455";"464";"470";"478";"482";"486";"499";"544";"547"
"2625";"0";"0";"31";"6028435";"-77";"1266";"E6AE4D6E-EF76-4C9E-ACF7-DDA28B062330";"3";"Nichts";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"52";"2";"1";"1";"1";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"1";"1";"0";"1";"0";"2";"7";"7";"1";"1";"7";"4";"7";"1";"1";"1";"4";"2";"3";"7";"7";"7";"7";"2";"2";"2";"2";"2";"1";"-77";"7";"7";"1";"0";"0";"0";"1";"1";"0";"2";"3";"3";"4";"4";"4";"6";"7";"7";"7";"7";"7";"7";"4";"4";"4";"4";"4";"4";"7";"5";"5";"5";"1";"7";"Mein Haus";"7";"Ka";"7";"Ka";"7";"Ka";"7";"Ka";"7";"Ka";"7";"4";"2";"1";"3";"2";"-99";"1";"-99";"1";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A526B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/15.0 Chrome/90.0.4430.210 Mobile Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"6";"6,1,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028432,6028432,6028433,6028434,6028435";"0";"1";"0";"-77";"-77";"7e20326b36fb8c3ce179242891e586f0";"3";"0";"1634666990";"2021-10-19 18:09:50";"2021-10-19 18:30:56";"0000-00-00 00:00:00";"6";"40";"124";"176";"201";"0";"228";"236";"320";"375";"422";"442";"491";"529";"546";"643";"697";"742";"776";"834";"840";"897";"919";"956";"1014";"1052";"1076";"1123";"1256";"1266"
"2626";"0";"0";"31";"6028435";"-77";"911";"B4595354-DAFC-42BA-AD5D-7D29599C6260";"3";"Kryptowährung";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"38";"1";"1";"1";"3";"1";"2";"1";"2";"1";"1";"2";"2";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"6";"2";"2";"2";"-77";"-77";"-77";"-77";"-77";"-77";"2";"1";"2";"5";"-77";"-77";"-77";"2";"3";"4";"4";"4";"5";"5";"4";"5";"6";"5";"7";"2";"7";"7";"7";"7";"7";"2";"2";"2";"1";"1";"2";"1";"4";"4";"4";"0";"0";"0";"1";"1";"0";"2";"5";"5";"4";"5";"4";"6";"7";"7";"7";"7";"7";"7";"7";"5";"5";"4";"4";"4";"4";"6";"4";"3";"3";"5";"-99";"4";"-99";"5";"-99";"6";"Autoversicherung";"4";"-99";"4";"-99";"6";"6";"1";"1";"6";"7";"-99";"4";"-99";"2";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 Edg/94.0.992.50";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"2";"2,7,4";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"1";"0";"-77";"-77";"23873ffe5b17e7b0ff6f3a5eb0a4781f";"3";"0";"1634667032";"2021-10-19 18:10:32";"2021-10-19 18:25:43";"0000-00-00 00:00:00";"6";"9";"81";"120";"153";"0";"181";"0";"217";"246";"272";"290";"332";"366";"384";"452";"560";"583";"605";"646";"651";"692";"710";"750";"798";"826";"846";"861";"902";"911"
"2627";"0";"0";"31";"6028435";"-77";"2464";"394959AA-C89D-417D-AC54-9FAADD0AEECC";"3";"dezentral";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"52";"1";"1";"3";"4";"2";"2";"3";"2";"2";"2";"2";"3";"3";"1";"2";"2";"0";"0";"1";"0";"0";"1";"0";"5";"3";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"1";"3";"5";"-77";"-77";"-77";"2";"1";"7";"1";"1";"1";"1";"6";"2";"1";"1";"1";"2";"2";"3";"6";"5";"6";"2";"2";"2";"2";"2";"1";"-77";"5";"2";"2";"0";"0";"0";"1";"1";"0";"2";"6";"6";"6";"6";"6";"6";"7";"4";"7";"7";"7";"7";"6";"6";"3";"5";"1";"1";"1";"6";"5";"6";"2";"7";"-99";"7";"-99";"3";"-99";"7";"-99";"5";"-99";"7";"-99";"8";"5";"1";"1";"1";"4";"-99";"1";"-99";"23";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"6";"6,2,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"0";"0";"-77";"-77";"fb2a5e8791b27b7ebe13aecaa9f40e36";"3";"0";"1634667102";"2021-10-19 18:11:42";"2021-10-19 18:52:46";"0000-00-00 00:00:00";"20";"69";"348";"453";"564";"0";"644";"0";"760";"837";"926";"981";"1072";"1181";"1241";"1348";"1494";"1572";"1645";"1826";"1844";"1952";"1989";"2072";"2132";"2187";"2223";"2273";"2445";"2464"
"2628";"0";"0";"31";"6028435";"-77";"823";"05C5352B-EA17-426F-934A-F9B9A023E3CC";"3";"Bitcoin";"1";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"7";"1";"3";"2";"4";"2";"1";"2";"2";"1";"1";"1";"2";"2";"1";"2";"2";"0";"1";"0";"0";"0";"0";"0";"6";"2";"2";"2";"-77";"-77";"-77";"-77";"-77";"-77";"2";"2";"3";"3";"0";"0";"1";"2";"3";"3";"3";"4";"4";"4";"4";"2";"4";"2";"5";"2";"6";"3";"5";"5";"4";"2";"2";"2";"2";"2";"2";"1";"3";"4";"1";"0";"0";"0";"1";"1";"0";"2";"3";"3";"4";"4";"4";"6";"5";"4";"4";"4";"4";"4";"5";"3";"4";"4";"4";"3";"4";"3";"2";"1";"4";"2";"-99";"1";"-99";"1";"-99";"3";"-99";"1";"-99";"5";"-99";"4";"4";"2";"1";"3";"3";"-99";"1";"-99";"2";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Mobile Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"3";"3,2,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028420,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028432,6028432,6028433,6028434,6028435";"1";"1";"0";"-77";"-77";"005bb7a5faf7b4331478de1281e983c2";"3";"0";"1634667129";"2021-10-19 18:12:09";"2021-10-19 18:25:52";"0000-00-00 00:00:00";"2";"10";"73";"112";"137";"0";"161";"177";"232";"268";"303";"331";"366";"403";"427";"471";"495";"536";"564";"612";"617";"647";"664";"686";"697";"717";"725";"741";"818";"823"
"2630";"0";"0";"31";"6028435";"-77";"1399";"ED635715-1995-4D8F-AB47-5C4BDC7FFE31";"3";"Fremdwort";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"58";"2";"1";"1";"1";"1";"3";"1";"2";"1";"1";"3";"3";"3";"3";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"1";"2";"0";"1";"0";"1";"2";"3";"5";"4";"5";"6";"5";"3";"3";"2";"4";"2";"5";"2";"2";"4";"5";"2";"2";"2";"2";"2";"2";"1";"2";"5";"1";"0";"0";"0";"1";"1";"0";"2";"2";"2";"2";"3";"3";"6";"5";"4";"5";"5";"4";"5";"5";"5";"3";"3";"4";"4";"6";"3";"5";"5";"2";"5";"Weiß nicht";"4";"Gar nicht";"5";"Gesundheitsatteste";"5";"Gar nicht, ist mir zu neu";"5";"Ja";"5";"Keine";"7";"7";"2";"1";"5";"5";"-99";"1";"-99";"16";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"6";"6,2,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"1";"0";"-77";"-77";"339195cd53ca498751ff2a6f4365728a";"3";"0";"1634667580";"2021-10-19 18:19:40";"2021-10-19 18:42:59";"0000-00-00 00:00:00";"7";"26";"190";"250";"271";"0";"298";"314";"365";"400";"441";"624";"687";"739";"778";"823";"869";"904";"944";"1002";"1011";"1072";"1120";"1184";"1238";"1273";"1308";"1327";"1385";"1399"
"2631";"0";"0";"31";"6028435";"-77";"1241";"DB3FF982-103F-4076-9292-FC7E98E9F27F";"3";"Technik";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"6";"2";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"3";"3";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"7";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"1";"5";"-77";"-77";"-77";"2";"3";"7";"6";"4";"5";"3";"3";"5";"2";"3";"3";"2";"6";"6";"6";"5";"6";"2";"1";"1";"2";"2";"1";"-77";"5";"5";"6";"0";"0";"0";"1";"1";"0";"2";"3";"3";"5";"4";"4";"6";"2";"5";"7";"5";"6";"7";"1";"5";"5";"5";"5";"5";"3";"5";"5";"5";"2";"6";"-99";"4";"-99";"5";"-99";"5";"-99";"6";"-99";"6";"-99";"8";"8";"2";"1";"1";"3";"-99";"4";"-99";"22";"-99";"1";"-99";"1";"-99";"-99";"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/15.0 Chrome/90.0.4430.210 Mobile Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"3";"3,1,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"1";"0";"-77";"-77";"1ab8603dbded204078b993b85303f2a1";"3";"0";"1634667644";"2021-10-19 18:20:44";"2021-10-19 18:41:25";"0000-00-00 00:00:00";"4";"46";"153";"201";"233";"0";"331";"0";"432";"553";"620";"657";"725";"780";"806";"854";"890";"936";"971";"1046";"1060";"1080";"1092";"1105";"1116";"1129";"1142";"1175";"1230";"1241"
"2633";"0";"0";"31";"6028435";"-77";"815";"4C8AF60A-7254-460C-9AB2-2FC0D992EFE4";"3";"Aktien";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"35";"2";"1";"1";"3";"3";"1";"3";"1";"1";"1";"1";"3";"3";"3";"3";"1";"1";"0";"0";"0";"0";"0";"0";"4";"2";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"2";"5";"4";"0";"1";"0";"1";"4";"3";"5";"4";"5";"4";"3";"4";"2";"3";"3";"2";"5";"4";"5";"4";"5";"2";"2";"2";"2";"2";"2";"2";"3";"6";"5";"0";"0";"0";"1";"1";"0";"2";"4";"4";"4";"4";"4";"6";"4";"4";"4";"4";"5";"4";"4";"4";"4";"4";"3";"3";"3";"4";"5";"3";"5";"5";"-99";"6";"-99";"7";"Arztangelegenheiten";"5";"-99";"6";"-99";"5";"-99";"5";"6";"1";"1";"2";"5";"-99";"4";"-99";"22";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Linux; Android 11; Pixel 4a) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"5";"5,1,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"1";"0";"-77";"-77";"aec2a84965836fe3f88d419a7fb28f10";"3";"0";"1634667891";"2021-10-19 18:24:51";"2021-10-19 18:38:26";"0000-00-00 00:00:00";"3";"9";"68";"108";"139";"0";"155";"162";"197";"241";"267";"291";"312";"396";"410";"469";"501";"533";"558";"610";"612";"655";"666";"694";"709";"724";"735";"750";"811";"815"
